condition_name,canonical_term,score,study_count,status
cleft palates,Cleft Palate,80.0,1,pending
relapsed/refractory diffuse large b-cell lymphoma (dlbcl; including richter transformation),"Lymphoma, Large B-Cell, Diffuse",80.0,1,pending
ventilation disorders,Sensation Disorders,80.0,1,pending
stage iv diffuse large b-cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",80.0,1,pending
local advanced hepatocellular carcinoma,"Carcinoma, Hepatocellular",80.0,1,pending
vesicoureteral reflux 3,Vesico-Ureteral Reflux,80.0,1,pending
acute ischemia stroke,Ischemic Stroke,80.0,1,pending
"dissection of aorta, thoracic","Dissection, Thoracic Aorta",80.0,1,pending
barett's esophagus,Barrett Esophagus,80.0,1,pending
refractory pancreatic ductal adenocarcinoma,"Carcinoma, Pancreatic Ductal",80.0,1,pending
niemann-pick disease type a,"Niemann-Pick Disease, Type A",80.0,1,pending
regression,Aggression,80.0,1,pending
congenital bile acid synthesis defect type 2,"Bile acid synthesis defect, congenital, 2",80.0,1,pending
spinocerebellar ataxia type 17,Spinocerebellar Ataxia 10,80.0,1,pending
threat sensitivity,Wheat Hypersensitivity,80.0,1,pending
relapsed/refractory immune nephropathy,Autoimmune enteropathy,80.0,1,pending
ureter calculi,Ureteral Calculi,80.0,1,pending
relapse remitting multiple sclerosis,"Multiple Sclerosis, Relapsing-Remitting",80.0,1,pending
4h syndrome,Cohen syndrome,80.0,1,pending
metastatic myxofibrosarcoma,Dermatofibrosarcoma,80.0,1,pending
herpes simplex 1,Herpes Simplex,80.0,1,pending
chrohn's disease,Fahr's disease,80.0,1,pending
"respiratory infections, recurrent, chronic",Respiratory Tract Infections,80.0,1,pending
metastatic olfactory neuroblastoma,"Esthesioneuroblastoma, Olfactory",80.0,1,pending
post pulmonary tuberculosis,"Tuberculosis, Pulmonary",80.0,1,pending
thyroid nodule \(benign\),Thyroid Nodule,80.0,1,pending
spinocerebellar ataxia type 37,Spinocerebellar Ataxia 31,80.0,1,pending
osteoartrit,Osteoarthritis,80.0,1,pending
spinocerebellar ataxia type 25,Spinocerebellar Ataxia 15,80.0,1,pending
descending aortic dissection,"Dissection, Ascending Aorta",80.0,1,pending
muskuloskeletan pain,Musculoskeletal Pain,80.0,1,pending
pediatric diseases,Disease,80.0,1,pending
adenomatosis,Xanthomatosis,80.0,1,pending
"cns, medulloblastoma",Medulloblastoma,80.0,1,pending
peripheral primitive neuroectodermal tumor of bone,"Neuroectodermal Tumors, Primitive, Peripheral",80.0,1,pending
"death, infant",Infant Death,80.0,1,pending
omenn's syndrome,Cohen syndrome,80.0,1,pending
familial frontotemporal lobar degeneration (fftld),Frontotemporal Lobar Degeneration,80.0,1,pending
relapsed/refractory diffuse large b-cell lymphoma (dlbcl),"Lymphoma, Large B-Cell, Diffuse",80.0,1,pending
pediatric cardiomyopathy,Cardiomyopathies,80.0,1,pending
central serous choroidopathy,Central Serous Chorioretinopathy,80.0,1,pending
parodontitis,Periodontitis,80.0,1,pending
primary immunodeficiency syndromes,Acquired Immunodeficiency Syndrome,80.0,1,pending
ebv infections,Reinfection,80.0,1,pending
anal cancer stage iv,Urachal cancer,80.0,1,pending
image syndrome,Emanuel syndrome,80.0,1,pending
fracture rib,Rib Fractures,80.0,1,pending
pseudocyst pancreas,Pancreatic Pseudocyst,80.0,1,pending
parapharyngeal abscess,Retropharyngeal Abscess,80.0,1,pending
synkineses,Synkinesis,80.0,1,pending
spinocerebellar ataxia type 34,Spinocerebellar Ataxia 31,80.0,1,pending
haemophilia a (moderate or severe),Hemophilia B,80.0,1,pending
drug resistant tuberculosis,"Tuberculosis, Multidrug-Resistant",80.0,1,pending
stage ii anal cancer ajcc v8,Urachal cancer,80.0,1,pending
chronic edema,Edema,80.0,1,pending
ventral hernias,"Hernia, Ventral",80.0,1,pending
hepatolithiasis,Nephrolithiasis,80.0,1,pending
moderate to severe refractory autoimmune disease,Autoimmune Diseases,80.0,1,pending
pyothorax,Chylothorax,80.0,1,pending
recurrent anal cancer,Urachal cancer,80.0,1,pending
spinocerebellar ataxia type 14,Spinocerebellar Ataxia 10,80.0,1,pending
meningeoma,Meningioma,80.0,1,pending
congenital dislocations,"Hip Dislocation, Congenital",80.0,1,pending
diffuse large b-cell lymphoma refractory,"Lymphoma, Large B-Cell, Diffuse",80.0,1,pending
herpes simplex 2,Herpes Simplex,80.0,1,pending
neuroglioblastoma,Neuroblastoma,80.0,1,pending
stage i diffuse large b-cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",80.0,1,pending
diabetic keratopathy,Diabetic Retinopathy,80.0,1,pending
spinocerebellar ataxia type 16,Spinocerebellar Ataxia 10,80.0,1,pending
pediatric shock,Shock,80.0,1,pending
spinocerebellar ataxia type 30,Spinocerebellar Ataxia 10,80.0,1,pending
globoid leukodystrophy,"Leukodystrophy, Globoid Cell",80.0,1,pending
hart failure,Heart Failure,80.0,1,pending
advanced lung disease,Lung Diseases,80.0,1,pending
peripheral t-cell lymphomas,"Lymphoma, T-Cell, Peripheral",80.0,1,pending
spinocerebellar ataxia type 21,Spinocerebellar Ataxia 10,80.0,1,pending
relapsed sarcomas,Sarcoma,80.0,1,pending
shock septic,"Shock, Septic",80.0,1,pending
mandibular body fractures,Mandibular Fractures,80.0,1,pending
muscle cramps,Muscle Cramp,80.0,1,pending
vulva neoplasm,Vulvar Neoplasms,80.0,1,pending
psychiatric disorders (diagnosis),Psychotic Disorders,80.0,1,pending
obliterative bronchiolitis,Bronchiolitis Obliterans,80.0,1,pending
motor neuropathy,Auditory neuropathy,80.0,1,pending
myogenic temporomandibular joint disorders,Temporomandibular Joint Disorders,80.0,1,pending
gastroenteropancreatic neuroendocrine neoplasm,Gastro-enteropancreatic neuroendocrine tumor,80.0,1,pending
refractory peripheral t-cell lymphomas,"Lymphoma, T-Cell, Peripheral",80.0,1,pending
postviral syndrome,imposter syndrome,80.0,1,pending
diffuse large b-cell lymphoma recurrent,"Lymphoma, Large B-Cell, Diffuse",80.0,1,pending
spinocerebellar ataxia type 29,Spinocerebellar Ataxia 12,80.0,1,pending
behavior problem of childhood,Problem Behavior,80.0,1,pending
localized pancreatic ductal adenocarcinoma,"Carcinoma, Pancreatic Ductal",80.0,1,pending
epidermolysis bullosa dystrophica dominans,Epidermolysis Bullosa Dystrophica,80.0,1,pending
diabetes mellitus type 3c,"Diabetes Mellitus, Type 1",80.0,1,pending
spinocerebellar ataxia type 18,Spinocerebellar Ataxia 10,80.0,1,pending
spinocerebellar ataxia type 20,Spinocerebellar Ataxia 10,80.0,1,pending
vagina disease,Vaginal Diseases,80.0,1,pending
budd chiari syndrome,Budd-Chiari Syndrome,80.0,1,pending
spinocerebellar ataxia type 36,Spinocerebellar Ataxia 31,80.0,1,pending
hypergonadism,Hypogonadism,80.0,1,pending
angle closure glaucoma,"Glaucoma, Angle-Closure",80.0,1,pending
metastatic peripheral primitive neuroectodermal tumor of bone,"Neuroectodermal Tumors, Primitive, Peripheral",80.0,1,pending
spastic paraplegia 4,Spastic Paraplegia Type 4,80.0,1,pending
advanced diffuse large b-cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",80.0,1,pending
xerosis,Necrosis,80.0,1,pending
mania (neurotic),Mania,80.0,1,pending
recurrent/ metastatic olfactory neuroblastoma,"Esthesioneuroblastoma, Olfactory",80.0,1,pending
oesophageal carcinoma,Nasopharyngeal Carcinoma,80.0,1,pending
spinocerebellar ataxia type 26,Spinocerebellar Ataxia 12,80.0,1,pending
chronic angle closure glaucoma,"Glaucoma, Angle-Closure",80.0,1,pending
behavioral problems,Problem Behavior,80.0,1,pending
myelodysplastic syndrome other,Myelodysplastic Syndromes,80.0,1,pending
severe haemophilia a,Hemophilia B,80.0,1,pending
hyperhydration,Dehydration,80.0,1,pending
dysplasia anus,Kniest dysplasia,80.0,1,pending
cns neuroblastoma,Neuroblastoma,80.0,1,pending
acute pancreatitis necrotizing,"Pancreatitis, Acute Necrotizing",80.0,1,pending
chronic eosinophilic leukemia,"Leukemia, Eosinophilic, Acute",80.0,1,pending
"proctitis, ulcerative","Colitis, Ulcerative",80.0,1,pending
"aprt, omim *102600, adenine phosphoribosyltransferase deficiency",Adenine phosphoribosyltransferase deficiency,79.62963,1,pending
non-igm monoclonal gammopathy of undetermined significance,Monoclonal Gammopathy of Undetermined Significance,79.62963,1,pending
"thrombotic thrombocytopenic purpura, congenital","Purpura, Thrombotic Thrombocytopenic",79.518074,1,pending
lgll - large granular lymphocytic leukemia,"Leukemia, Large Granular Lymphocytic",79.48718,1,pending
thoraco-abdominal aortic aneurysm repair,"Aortic Aneurysm, Thoracoabdominal",79.45206,1,pending
segment elevation myocardial infarction (stemi),ST Elevation Myocardial Infarction,79.45206,1,pending
ataxia with isolated vitamin e deficiency,Ataxia with vitamin E deficiency,79.45206,1,pending
neuronal ceroid lipofuxinosis type2 (cln2),"Ceroid lipofuscinosis, neuronal 5",79.411766,1,pending
hlh - hypoplastic left heart syndrome,Hypoplastic Left Heart Syndrome,79.411766,1,pending
sinus venosus atrial septum defect,Atrial Septal Defect Sinus Venosus,79.411766,1,pending
ppp2r5d neurodevelopmental disorder,Neurodevelopmental Disorders,79.36508,1,pending
health information seeking behavior,Information Seeking Behavior,79.36508,1,pending
metastatic thyroid gland anaplastic carcinoma,"Thyroid Carcinoma, Anaplastic",79.36508,1,pending
idiopathic pulmonary hemosiderosis,Idiopathic Pulmonary Fibrosis,79.36508,1,pending
intraventricular hemorrhage (ivh),Cerebral Intraventricular Hemorrhage,79.36508,1,pending
"vulvovaginal candidiasis, genital","Candidiasis, Vulvovaginal",79.31035,1,pending
adult acute megakaryoblastic leukemia,"Leukemia, Megakaryoblastic, Acute",79.31035,1,pending
acute megakaryoblastic leukemia,"Leukemia, Megakaryoblastic, Acute",79.31035,1,pending
spinocerebellar ataxia type 19/22,Spinocerebellar Ataxia 12,79.31035,1,pending
"hip, dislocation of, congenital","Hip Dislocation, Congenital",79.31035,1,pending
de novo myelodysplastic syndromes,Myelodysplastic Syndromes,79.31035,1,pending
spinocerebellar ataxia type 15/16,Spinocerebellar Ataxia 15,79.31035,1,pending
cardiac conduction system,Cardiac Conduction System Disease,79.31035,1,pending
myelodysplastic syndrome/neoplasm,Myelodysplastic Syndromes,79.31035,1,pending
stage iv adult diffuse large cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",79.31035,1,pending
major depressive disorder \(mdd,Major Depressive Disorder 1,79.31035,1,pending
immunodeficiency diseases,Primary Immunodeficiency Diseases,79.31035,1,pending
stage i adult diffuse large cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",79.31035,1,pending
major depressive disorder - mdd,Major Depressive Disorder 1,79.31035,1,pending
stage iii adult diffuse large cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",79.31035,1,pending
adult diffuse large cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",79.31035,1,pending
pneumatosis intestinalis,Pneumatosis Cystoides Intestinalis,79.31035,1,pending
rare inflammatory bowel disease,Inflammatory Bowel Diseases,79.31035,1,pending
diffuse large cell lymphoma,"Lymphoma, Large B-Cell, Diffuse",79.31035,1,pending
opportunistic viral infection,Opportunistic Infections,79.245285,1,pending
mucopolysaccharidosis type 3 a,Mucopolysaccharidosis I,79.245285,1,pending
glycogen storage disease ixa1,Glycogen Storage Disease,79.245285,1,pending
carcinoid intestine tumor,"Carcinoid Tumors, Intestinal",79.245285,1,pending
cutaneous t-cell lymphomas,"Lymphoma, T-Cell, Cutaneous",79.245285,1,pending
angle class 2 malocclusion,"Malocclusion, Angle Class I",79.245285,1,pending
gastric precancerous condition,Precancerous Conditions,79.245285,1,pending
glycogen storage disease ixa2,Glycogen Storage Disease,79.245285,1,pending
congenital muscular torticollis,Congenital torticollis,79.245285,1,pending
fronto-temporal lobar dementia,Frontotemporal Dementia,79.245285,1,pending
auto inflammatory diseases,Inflammatory Bowel Diseases,79.245285,1,pending
renal malignant tumor,Malignant mesenchymal tumor,79.166664,1,pending
"participation rate, patient",Patient Participation,79.166664,1,pending
immune-complex-membranoproliferative glomerulonephritis,"Glomerulonephritis, Membranoproliferative",79.166664,1,pending
gastrointestinal transit,Gastrointestinal anthrax,79.166664,1,pending
prior myocardial infarction,Myocardial Infarction,79.166664,1,pending
alopecia totalis/universalis,Alopecia universalis,79.166664,1,pending
"dystonia, paroxysmal",Familial paroxysmal dystonia,79.166664,1,pending
"post-concussive syndrome, chronic",Post-Concussion Syndrome,79.166664,1,pending
vm - vascular malformation,Vascular Malformations,79.166664,1,pending
thoracic aorta aneurysm,"Aortic Aneurysm, Thoracic",79.166664,1,pending
peripheral nerve injury (pni),Peripheral Nerve Injuries,79.166664,1,pending
primary hyperoxaluria type 3 (ph3),Primary hyperoxaluria type 2,79.166664,1,pending
gastroenteropancreatic neuroendocrine carcinoma,Gastro-enteropancreatic neuroendocrine tumor,79.12088,1,pending
gastroenteropancreatic neuroendocrine carcinoma (gep-nec),Gastro-enteropancreatic neuroendocrine tumor,79.12088,1,pending
psychotic mood disorders,Psychotic Disorders,79.06977,1,pending
leptomeningeal neoplasms,Meningeal Neoplasms,79.06977,1,pending
acute biliary pancreatitis,Hereditary pancreatitis,79.06977,1,pending
osteoradionecrosis of jaw,Osteoradionecrosis,79.06977,1,pending
pancreatitis biliary,Hereditary pancreatitis,79.06977,1,pending
cholangiocarcinoma; liver,Cholangiocarcinoma,79.06977,1,pending
occupational injustice,Occupational Injuries,79.06977,1,pending
complication diabetic,Diabetes Complications,79.06977,1,pending
adult onset psychotic disorder,Psychotic Disorders,79.06977,1,pending
non-hodgkin's lymphoma (nhl),"Lymphoma, Non-Hodgkin",79.06977,1,pending
moderate or severe tobacco use disorder,Tobacco Use Disorder,79.06977,1,pending
"nephropathy, diabetic",Diabetic Nephropathies,79.06977,1,pending
chronic maxillary rhinosinusitis,Maxillary Sinusitis,79.06977,1,pending
ards disease progression,Disease Progression,79.06977,1,pending
chronic intestinal insufficiency,Renal Insufficiency,79.06977,1,pending
lone atrial fibrillation,Atrial Fibrillation,79.06977,1,pending
refractory/relapsed ebv-related hemophagocytic lymphohistiocytosis,"Lymphohistiocytosis, Hemophagocytic",79.012344,1,pending
tuberculosis active,Latent Tuberculosis,78.947365,1,pending
abnormalities uterine,Uterine Anomalies,78.947365,1,pending
nonallergic rhinitis,"Rhinitis, Allergic",78.947365,1,pending
ac joint dislocation,Joint Dislocations,78.947365,1,pending
beta-thalassemia major,beta-Thalassemia,78.947365,1,pending
childhood-onset hypophosphatasia,Hypophosphatasia,78.947365,1,pending
"large granular lymphocyte leukemia, lgll","Leukemia, Large Granular Lymphocytic",78.947365,1,pending
poxvirus infection,Rotavirus Infections,78.947365,1,pending
cerebral arterio-venous malformation,Familial cerebral cavernous malformation,78.947365,1,pending
apparent mineralocorticoid excess,"Mineralocorticoid Excess Syndrome, Apparent",78.947365,1,pending
hyperaldosteronaemia,Hyperaldosteronism,78.947365,1,pending
neurological diseases,Urologic Diseases,78.947365,1,pending
urine incontinence,Urinary Incontinence,78.947365,1,pending
mild to moderate atopic dermatitis,"Dermatitis, Atopic",78.947365,1,pending
"flcn protein, human","ADA2 protein, human",78.947365,1,pending
charcot-marie-tooth disease type 2u (diagnosis),"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2g,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 1f,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2a,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2s (disorder),"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2h,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2y,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
inflammatory response after surgery,fetal inflammatory response syndrome,78.87324,1,pending
charcot-marie-tooth disease type 2l (diagnosis),"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2q (diagnosis),"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2o (diagnosis),"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2e,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
hyperinsulinemic hypoglycemia,"Hyperinsulinemic hypoglycemia, familial, 6",78.87324,1,pending
charcot-marie-tooth disease type 2i,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2t,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2r,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2p,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2k,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 1c,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2m,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 2n (diagnosis),"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
charcot-marie-tooth disease type 1d,"Charcot-Marie-Tooth Disease, Type 4j",78.87324,1,pending
syndromic neurodevelopmental disorders (ndds),Neurodevelopmental Disorders,78.78788,1,pending
recurrent rectal carcinoma,"Carcinoma, Ductal",78.78788,1,pending
spondyloarthrosis,Spondylarthritis,78.78788,1,pending
lymphoproliferative disorder with secondary itp,Lymphoproliferative Disorders,78.78788,1,pending
cirrhosis of liver,Liver Cirrhosis,78.78788,1,pending
pediatric iron deficiency,Protein Deficiency,78.78788,1,pending
cerebral lymphoma,Orbital lymphoma,78.78788,1,pending
attempt suicide,"Suicide, Attempted",78.78788,1,pending
osteoarthritis foot,Osteoarthritis,78.78788,1,pending
coronary lesion,Coronary Occlusion,78.78788,1,pending
multidrug resistance tubercolosis,"Tuberculosis, Multidrug-Resistant",78.78788,1,pending
spastic esophageal motility disorders,Esophageal Motility Disorders,78.78788,1,pending
nonfluent progressive aphasia,Primary Progressive Nonfluent Aphasia,78.78788,1,pending
overdose of opiate,Opiate Overdose,78.78788,1,pending
septic syndrome,Nephrotic Syndrome,78.78788,1,pending
hyperandrogenemia,Hyperandrogenism,78.78788,1,pending
multiple sulfatase deficiency,Multiple Sulfatase Deficiency Disease,78.78788,1,pending
advanced rectal carcinoma,"Carcinoma, Ductal",78.78788,1,pending
anal neoplasms,Laryngeal Neoplasms,78.78788,1,pending
giant cell tumor,Giant Cell Tumors,78.78788,1,pending
choroidal disease,Choroid Diseases,78.78788,1,pending
olmsted syndrome,imposter syndrome,78.78788,1,pending
laryngeal stenosis,Laryngostenosis,78.78788,1,pending
dental fluoroses,"Fluorosis, Dental",78.78788,1,pending
hepatic disease,Rheumatic Diseases,78.78788,1,pending
acute upper respiratory tract infection,Respiratory Tract Infections,78.68852,1,pending
respiratory tract infection viral,Respiratory Tract Infections,78.68852,1,pending
viral respiratory tract infection,Respiratory Tract Infections,78.68852,1,pending
pediatric acute upper respiratory tract infection,Respiratory Tract Infections,78.68852,1,pending
osseous mesenchymal chondrosarcoma,"Chondrosarcoma, Mesenchymal",78.68852,1,pending
cutaneous anaplastic large cell lymphoma,"Lymphoma, Primary Cutaneous Anaplastic Large Cell",78.65169,1,pending
gut inflammation,Inflammation,78.57143,1,pending
hair reduction,Harm Reduction,78.57143,1,pending
fetal hydrops,Hydrops Fetalis,78.57143,1,pending
upper respiratory infections,Respiratory Tract Infections,78.57143,1,pending
stage 0 nasopharyngeal carcinoma ajcc v8,Nasopharyngeal Carcinoma,78.57143,1,pending
old tuberculosis,Tuberculosis,78.57143,1,pending
pcos- polycystic ovary syndrome,Polycystic Ovary Syndrome,78.57143,1,pending
hiv encephalitis,Encephalitis,78.57143,1,pending
disorders of sex development (dsd),Disorders of Sex Development,78.57143,1,pending
cinca syndrome,Raine syndrome,78.57143,1,pending
chronic kidney diease,Kidney Diseases,78.57143,1,pending
chronic traumatic encephalopathy (cte),Chronic Traumatic Encephalopathy,78.57143,1,pending
inflammation eye,Inflammation,78.57143,1,pending
hupercalciurea,Hypercalciuria,78.57143,1,pending
leigh's disease,Leigh Disease,78.57143,1,pending
ewing sarcomas,"Sarcoma, Ewing",78.57143,1,pending
pisa syndrome,Legius syndrome,78.57143,1,pending
subluxations,Lens Subluxation,78.57143,1,pending
myhre syndrome,Cohen syndrome,78.57143,1,pending
traumatic encephalopathy,Chronic Traumatic Encephalopathy,78.57143,1,pending
goltz syndrome,Tietz syndrome,78.57143,1,pending
laryngopharyngeal reflux disease,Laryngopharyngeal Reflux,78.57143,1,pending
"carcinoma, small-cell lung","Carcinoma, Non-Small-Cell Lung",78.57143,1,pending
htn-hypertension,Hypertension,78.57143,1,pending
gastrointestinal system disease,Gastrointestinal Diseases,78.57143,1,pending
ent disorder,Mental Disorders,78.57143,1,pending
niemann-pick disease type c2,"Niemann-Pick Disease, Type A",78.57143,1,pending
mite allergy,red meat allergy,78.57143,1,pending
channelopathy,Channelopathies,78.57143,1,pending
molar-incisor hypomineralization,Molar Hypomineralization,78.57143,1,pending
ewings sarcoma,"Sarcoma, Ewing",78.57143,1,pending
groin injuries,Brain Injuries,78.57143,1,pending
refsum syndrome,Arts syndrome,78.57143,1,pending
"leigh syndrome (maternally inherited, mils)",Meige Syndrome,78.57143,1,pending
venous diseases,Lens Diseases,78.57143,1,pending
gum inflammation,Inflammation,78.57143,1,pending
"leigh syndrome (ar, ad, xr)",Meige Syndrome,78.57143,1,pending
fibrosarcoma nos,Fibrosarcoma,78.57143,1,pending
eye inflammation,Inflammation,78.57143,1,pending
myrhe syndrome,Cohen syndrome,78.57143,1,pending
chemical burn,"Burns, Chemical",78.57143,1,pending
chest syndrome,Cohen syndrome,78.57143,1,pending
retinopaty of prematurity,Retinopathy of Prematurity,78.43137,1,pending
covert hepatic encephalopathy,Hepatic Encephalopathy,78.43137,1,pending
descending aortic aneurysm,"Aneurysm, Ascending Aorta",78.43137,1,pending
"multiple system atrophy, msa",Multiple System Atrophy,78.43137,1,pending
autistic spectrum disorders,Autism Spectrum Disorder,78.43137,1,pending
dcm - dilated cardiomyopathy,"Cardiomyopathy, Dilated",78.43137,1,pending
chromosome 1q43-1q44 deletion,Chromosome 17 deletion,78.43137,1,pending
pediatric gastrointestinal disorders,Gastrointestinal Diseases,78.43137,1,pending
autosomal recessive proximal renal tubular acidosis,"Renal tubular acidosis, distal, autosomal recessive",78.43137,1,pending
ankylosing spondyloarthritis,"Spondylitis, Ankylosing",78.43137,1,pending
wound infection superficial,Surgical Wound Infection,78.43137,1,pending
gastrointestinal problems,Gastrointestinal Neoplasms,78.43137,1,pending
lip squamous cell carcinoma,"Carcinoma, Squamous Cell",78.43137,1,pending
infections postoperative,Postoperative Complications,78.43137,1,pending
type iv thoracoabdominal aortic aneurysms,"Aortic Aneurysm, Thoracoabdominal",78.37838,1,pending
adenosine deaminase deficiency,Adenosine monophosphate deaminase deficiency,78.37838,1,pending
"carcinoma, renal cell metastasis",Clear-cell metastatic renal cell carcinoma,78.37838,1,pending
bisphosphonate-related osteonecrosis of the jaw,Bisphosphonate-Associated Osteonecrosis of the Jaw,78.35052,1,pending
secondary-progressive multiple sclerosis,"Multiple Sclerosis, Chronic Progressive",78.26087,1,pending
deletion 17p syndrome,16p11.2 Deletion Syndrome,78.26087,1,pending
solid pancreatic neoplasms,Pancreatic Neoplasms,78.26087,1,pending
carcinoma esophagus,Adenocarcinoma Of Esophagus,78.26087,1,pending
advanced lung neuroendocrine tumor,Neuroendocrine Tumors,78.26087,1,pending
occupational lung disease,Occupational Diseases,78.26087,1,pending
enteropathy,Enthesopathy,78.26087,1,pending
phacomatosis,Lipomatosis,78.26087,1,pending
aortopathies,Tauopathies,78.26087,1,pending
hypertrophic,Hypertrophy,78.26087,1,pending
unresectable lung neuroendocrine tumor,Neuroendocrine Tumors,78.26087,1,pending
recurrent candidiasis of vagina,"Candidiasis, Vulvovaginal",78.26087,1,pending
tb infection,Coinfection,78.26087,1,pending
face injuries,Reinjuries,78.26087,1,pending
recurrent moderate-severe chronic graft versus host disease,Graft vs Host Disease,78.26087,1,pending
smoldering waldenstrom macroglobulinemia,Waldenstrom Macroglobulinemia,78.26087,1,pending
adenocarcinoma of kidney,Adenocarcinoma of Lung,78.26087,1,pending
locally advanced gastrointestinal stromal tumor,Gastrointestinal Stromal Tumors,78.26087,1,pending
secondary-progressive multiple sclerosis (spms),"Multiple Sclerosis, Chronic Progressive",78.26087,1,pending
"pulmonary disease (copd), chronic obstructive","Pulmonary Disease, Chronic Obstructive",78.26087,1,pending
xerocytosis,Leukocytosis,78.26087,1,pending
metabolic encephalopathy,Hepatic Encephalopathy,78.26087,1,pending
postoperative memories,Postoperative Hemorrhage,78.26087,1,pending
wilms tumour,Wilms Tumor,78.26087,1,pending
"disorder, neurologic","Gait Disorders, Neurologic",78.26087,1,pending
vascular system injury,Vascular System Injuries,78.26087,1,pending
olivopontocerebellar atrophy - deafness,Olivopontocerebellar Atrophies,78.26087,1,pending
pain; cancer,Cancer Pain,78.26087,1,pending
antibody hypersensitivity,Food Hypersensitivity,78.26087,1,pending
blue-cone monochromacy,Blue cone monochromatism,78.26087,1,pending
mild to moderate alzheimer's disease,Alzheimer disease type 1,78.26087,1,pending
polyangiitis (gpa),Cholangitis,78.26087,1,pending
locally advanced gastrointestinal stromal tumor (gist),Gastrointestinal Stromal Tumors,78.26087,1,pending
mixed urinary incontinence (urge-predominant),Urinary Incontinence,78.26087,1,pending
"lupus erythematosus, subacute cutaneous","Lupus Erythematosus, Cutaneous",78.26087,1,pending
primary progressive multiple sclerosis (ppms),"Multiple Sclerosis, Chronic Progressive",78.26087,1,pending
relapsed/refractory b-cell precursor acute lymphoblastic leukemia,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,78.16092,1,pending
"arteriovenous malformations, cerebral",Arteriovenous Malformations,78.125,1,pending
spinal muscular atrophy type iii,"Spinal Muscular Atrophy, Type IV",78.125,1,pending
refractory active systemic lupus erythematosus,"Lupus Erythematosus, Systemic",78.125,1,pending
pulmonary arteriovenous malformations,Arteriovenous Malformations,78.125,1,pending
active systemic lupus erythematosus,"Lupus Erythematosus, Systemic",78.125,1,pending
hypertrophic cardiomyopathy patients,"Cardiomyopathy, Hypertrophic",78.125,1,pending
fuchs' endothelial corneal dystrophy,Fuchs' Endothelial Dystrophy,78.125,1,pending
atypical neurodevelopmental disorder,Neurodevelopmental Disorders,78.125,1,pending
"complications; cardiac, postoperative",Postoperative Complications,78.125,1,pending
central nervous system (cns) metastases,Central Nervous System Diseases,78.125,1,pending
psychosomatic disorder,Psychotic Disorders,78.04878,1,pending
myoclonus - cerebellar ataxia - deafness,"Myoclonus, Cerebellar Ataxia, and Deafness",78.04878,1,pending
idiopathic dystonia,Idiopathic Hypersomnia,78.04878,1,pending
idiopathic hyposmia,Idiopathic Hypersomnia,78.04878,1,pending
respiratory disorder,Respiration Disorders,78.04878,1,pending
atrioventricular reentrant tachycardias,"Tachycardia, Atrioventricular Nodal Reentry",78.04878,1,pending
submucous fibrosis,Oral Submucous Fibrosis,78.04878,1,pending
duodenal atresia,Familial duodenal atresia,78.04878,1,pending
persistent congestion,Persistent Infection,78.04878,1,pending
cystic lung disease,Cystic Disease Of Lung,78.04878,1,pending
congenital thrombotic thrombocytopenic purpura,"Purpura, Thrombotic Thrombocytopenic",78.04878,1,pending
discoloration of teeth,Tooth Discoloration,78.04878,1,pending
